permit_number,s_name,s_address,city,z_code,p_fee,c_number,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA150001,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH-MCKEESPORT BLVD.,WEST MIFFLIN,15122,650,2004000,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3572354645406,-79.8991410934409
PAA150002,ISP PENN COIL,1000 OHIO AVE.,GLASSPORT,15045,650,12196,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3183246196336,-79.8911453203049
PAA150003,UPMC VARIOUS BUILDINGS,200 LOTHROP STREET,PITTSBURGH,15213,650,4456,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4422470230786,-79.9609286975283
PAA150004,DUQUESNE UNIVERSITY,600 FORBES AVE.,PITTSBURGH,15282,650,00239852,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.437826212702,-79.9936526271794
PAA150005,DUQUESNE LIGHT COMPANY,2645 NEW BEAVER AVE.,PITTSBURGH,15233,650,10456,,,"O&M PLAN FOR MAMHOLES,VAULTS AND SUBSTATIONS",,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4651937475232,-80.0369259399891
PAA150006,UNIVERSITY OF PITTSBURGH- OAKLAND CAMPUS,3959 FORBES AVE,PITTSBURGH,15213,650,2731318,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-01-31,,40.4431823767298,-79.9535856548148
PAA150007,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,650,12195,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.5449997734214,-79.8271432746162
PAA150008,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH-MCKEESPOORT BLVD.,PITTSBURGH,15122,650,2004000,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3572354645406,-79.8991410934409
PAA150009,UPMC-VARIOUS HOSPITALS,200 LOTHROP STREET,PITTSBURGH,15213,650,4178,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4422470230786,-79.9609286975283
PAA150010,VERIZON 7TH AVE.,416 7TH AVE,PITTSBURGH,15219,650,4453,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4422013687625,-79.9963460757813
PAA150011,VERIZON VARIOUS BUILDINGS,15 MONTGOMERY PL,PITTSBURGH,15212,650,4452,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4543665848332,-80.0054756919845
PAA150012,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,08441,,,O&M PLAN FOR ROPE AND FLANGE GASKETS,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.2940110111861,-79.8743163626466
PAA150013,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,08441,,,O&M PLAN FOR TSI,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.2940110111861,-79.8743163626466
PAA150014,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,08441,,,O&M PLAN FOR MASTIC,,t,2015-01-01,2015-12-31,2,t,f,2015-01-31,,40.2940110111861,-79.8743163626466
PAA150015,US STEEL ET WORKS,1300 BRADDOCK AVE.,BRADDOCK,15104,650,08441,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.396500204663,-79.8533340829404
PAA150016,US STEEL IRVIN WORKS,1301 CAMP HOLLOW RD,WEST MIFFLIN,15122,650,08441,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3342207747223,-79.9025248039151
PAA150017,UPMC MERCY HOSPITAL,1400 LOCUST ST,PITTSBURGH,15219,650,4460,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4360439740714,-79.9854587006851
PAA150018,USX TOWER,600 GRANT STREET,PITTSBURGH,15219,650,4459,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4413629674267,-79.9948560626431
PAA150019,NRG POWER MIDWEST LP - CHESWICK STATION/BRUNOT ISLAND,100 PITTSBURGH STREET,SPRINGDALE,15144,650,197670,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.5418861541066,-79.7748736308203
PAA150020,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,010156,,,O&M PLAN FOR MASTIC PAINT,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.2940110111861,-79.8743163626466
PAA150021,HERITAGE PLACE,5701 PHILLIPS AVE.,PITTSBURGH,15217,650,3727,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4318637883005,-79.9249537408965
PAA150022,UPMC MCKEESPORT HOSPITAL,1500 FIFTH AVE.,MCKEESPORT,15132,650,364,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3513577942261,-79.8498321945279
PAA150023,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BLVD,ALLISON PARK,15101,650,3720,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.5732514847625,-80.014195126206
PAA150024,UPMC - MULTIPLE SITES,DESOTO AND O' HARA STREETS,PITTSBURGH,15213,650,3717,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,,
PAA150025,"UPMC FALK,MAGEE,MERCY,MONTEFIORE,PRESBYTERIAN,SHADYSIDE,WPIC AND PASSAVANT",320 LOTHRUP STREET,PITTSBURGH,15213,650,404984,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,,
PAA150026,UNIVERSITY OF PITTSBURGH - OAKLAND CAMPUS,4200 5TH AVE,PITTSBURGH,15213,650,3032,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4443102647694,-79.9531966404474
PAA150027,"BETTIS LABORATORY - TRAILERS 1,2,3,9,12,19,20,21 AND 23",814 PITTSBURGH-MCKEESPORT BLVD.,WEST MIFFLIN,15122,350,2004273,,,"WINDOWS,DOORS,TAIL LIGHTS AND ROOFING",1356,f,2015-01-09,2016-01-08,2,t,f,2016-01-08,,40.3572354645406,-79.8991410934409
PAA150028,MACY'S DEPARTMENT STORE,100 SOUTH HILLS VILLAGE,PITTSBURGH,15241,650,3712,,,FLOOR MASTIC ON 2ND FLOOR,1400,t,2015-01-05,2015-01-31,2,t,f,2015-01-31,,40.3426263020558,-80.0556551026789
PAA150029,,6009 PENN AVE.,PITTSBURGH,15206,350,011045,,,"PIPE INSULATION,VAT IN BASEMENT AND VAT ON 1ST FLOOR",220,f,2015-01-09,2015-03-30,2,t,f,2015-03-30,,40.4615598174886,-79.9241555154683
PAA150030,DIOCESE OF PITTSBURGH,135 FIRST AVE.,PITTSBURGH,15222,650,13965,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4388538556955,-80.0042566135666
PAA150031,US STEEL SULFUR PLANT,400 STATE STREET,CLAIRTON,15025,350,015127,,,TRANSITE SHEETING ON ROOF,432,t,2015-01-07,2016-01-07,2,f,f,2016-01-07,,40.2940110111861,-79.8743163626466
PAA150032,POINT PARK UNIVERSITY,201 WOOD STREET,PITTSBURGH,15222,350,3686,,,FLOOR TILE/MASTIC ON 1ST FLOOR HALLWAY,700,t,2015-01-05,2015-12-31,2,t,f,2015-12-31,,40.4384733865621,-80.0019297273382
PAA150033,THREE HIERARCHS EASTERN ORTHODOX SCHOOL,1819 ELLWORTH AVE.,PITTSBURGH,15106,150,405025,,,CAULKING ON EXTERIOR WINDOWS,96,f,2015-01-07,2015-03-31,2,t,f,2015-03-31,,40.3898940616444,-80.0907762909353
PAA150034,COMMUNITY COLLEGE OF ALLEGHENY COUNTY - WEST HALL,826 RIDGE AVE,PITTSBURGH,15212,650,4462,,,"FLOOR TILE/MASTIC,WALL/CEILING PLASTER,LAB TABLE TOPS AND TRANSITE FUME HOODS",35987,t,2015-01-05,2015-03-26,2,f,f,2015-03-26,,40.4506454515784,-80.0146122458312
PAA150035,ELLIS SCHOOL - STORAGE STRUCTURE,6425 5TH AVE,PITTSBURGH,15206,350,11221,,,PIPE INSULATION AND FITTINGS IN BASEMENT,315,t,2015-01-16,2016-01-16,2,t,f,2016-01-16,,40.4542742608081,-79.9179169444449
PAA150036,BRACKENRIDGE HALL,887 FIRST STREET,BRACKENRIDGE,15014,150,3689,,,FLOOR TILE/MASTIC IN APT 304,270,t,2015-01-19,2015-12-31,2,t,f,2015-12-31,,40.6032059899914,-79.7405184997004
PAA150037,ALLEGHENY COUNTY OWNED BUILDINGS,542 FORBES AVE.,PITTSBURGH,15219,650,3259,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4377527428062,-79.9958806222119
PAA150038,,2021 FORBES AVE.,PITTSBURGH,15219,350,108106,,,ROOFING,400,f,2015-01-07,2015-03-07,2,t,f,2015-03-07,,40.4374798834596,-79.9768077892608
PAA150039,BATHHOUSE,2025 FORBES AVE.,PITTSBURGH,15219,650,108107,,,"ROOF TAR,FLOOR TILE IN HALLWAY,MASTIC IN OFFICE AND WINDOW CAULKING",1490,f,2015-01-07,2015-03-07,2,t,f,2015-03-07,,40.437548028943,-79.9767198413109
PAA150040,,105 N.3RD STEER,DUQUESNE,15110,150,13604,,,SIDING,290,t,2015-01-22,2015-02-28,2,t,f,2015-02-28,,40.3744975275933,-79.8494311270261
PAA150041,THE VERLAND FOUNDATION,212 IRIS ROAD,SEWICKLEY,15143,150,3692,,,VAT/MASTIC ON 1ST FLOOR,3600,t,2015-01-12,2015-12-01,2,f,f,2015-12-01,,40.549137214875,-80.1101833675511
PAA150042,DIOCESE OF PITTSBURGH,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,650,44575,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4395296997538,-80.0044366428394
PAA150043,CITIZEN'S BANK - HAMPTON BRANCH,4761 ROUTE 8,ALLISON PARK,15101,150,4474,,,DRYWALL COMPOUND ON MAIN FLOOR,192,t,2015-02-02,2015-02-28,2,f,f,2015-02-28,,40.5955447376108,-79.9481738331821
PAA150044,CITIZEN'S BANK - OAKMONT BRANCH,524 ALLEGHENY RIVER BLVD.,OAKMONT,15139,350,4474,,,DRYWALL COMPOUND AND CARPET MASTIC ON MAIN FLOOR,582,t,2015-02-02,2015-04-17,2,t,f,2015-02-28,,40.5184157259331,-79.8424378109546
PAA150045,ALLEGHENY GENERAL HOSPITAL - SNYDER PAVILIAN,320 EAST NORTH AVE.,PITTSBURGH,15212,150,405044,,,SHEETGOOD AT 10C NURSES STATION,250,t,2015-01-23,2015-03-31,2,t,f,2015-03-31,,40.457069446526,-80.0036975361617
PAA150046,FOX CHAPEL GOLF CLUB,426 FOX CHAPEL ROAD,PITTSBURGH,15238,150,3523,,,"FLOOR TILE/MASTIC,PIPE INSULATION AND DUCT INSULATION IN CLUB HOUSE KITCHEN AND OUTSIDE",545,t,2015-01-09,2015-03-31,2,t,f,2017-02-09,,40.5229384347873,-79.8778213870291
PAA150047,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,650,405045,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.457069446526,-80.0036975361617
PAA150048,YMCA EAST LIBERTY,120 S.WHITFIELD STREET,PITTSBURGH,15206,360,3267,,,FLOOR TILE/MASTIC ON 3RD FLOOR,400,t,2015-01-22,2015-01-29,2,t,f,2015-01-29,,40.4612936394196,-79.9262117342601
PAA150049,CBRE,11 STANWIX STREET,PITTSBURGH,15222,650,13986,,,O&M PLAN,,t,2015-01-01,2015-01-31,2,f,f,2015-01-31,,40.4391122263388,-80.0063395848581
PAA150050,,1819 JAMES ST,MONROEVILLE,15146,350,12353,,,FLOOR TILE/MASTIC IN BASEMENT AND DOOR CAULKING ON FRONT DOOR,452,f,2015-01-21,2015-01-30,2,t,f,2015-01-30,,40.4236289453978,-79.7943165560181
PAA150051,MOUNT LEBANON SCHOOL DISTRICT,7 HORSMAN DRIVE,MT.LEBANON,15228,650,7231,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3758123686354,-80.0513178679533
PAA150052,AHN - WEST PENN HOSPITAL,4800 FRIENSHIP AVE.,PITTSBURGH,15224,650,7261,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4621317678598,-79.9462630434165
PAA150053,ASHLAND CHEMICAL,2650 NEVILLE ROAD,PITTSBURGH,15225,650,7259,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4994180506921,-80.0810662997816
PAA150054,CHAMBER OF COMMERCE BUILDING,411 SEVENTH AVE.,PITTSBURGH,15219,650,7260,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4429013742763,-79.9962852848508
PAA150055,UNION TRUST BUILDING,501 GRANT STREET,PITTSBURGH,15219,650,4477,,,FLOOR TILE/MASTIC ON MEZZANINE,3200,t,2015-01-19,2015-02-28,2,t,f,2015-02-28,,40.4399495171312,-79.9970354982139
PAA150056,BRASHEAR HIGH SCHOOL,590 CRANE AVE,PITTSBURGH,15216,659,108160,,,FLOOR TILE/MASTIC IN ROOM 336,1500,t,2015-01-16,2015-01-24,2,t,f,2015-01-24,,40.4180903383687,-80.0182268846982
PAA150057,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BLVD,ALLISON PARK,15101,360,3740,,,FLOOR TILE/MASTIC IN T BUILDING TRI RIVER EXAM ROOMS 1 - 6,1400,t,2015-01-30,2015-12-30,2,t,f,2015-12-30,,40.5732514847625,-80.014195126206
PAA150058,,4800 - 4818 PENN AVE.,PITTSBURGH,15219,650,12404,,,"FLOOR TILE/MASTIC IN 3 APARTMENTS,ROOF AND WINDOW CAULKING",18210,f,2015-01-28,2015-02-28,2,t,f,2015-02-28,,,
PAA150059,FEDERAL RESERVE,717 GRANT STREET,PITTSBURGH,15219,650,4478,,,"FLOOR TILE/MASTIC,PIPE INSULATION THROUGHOUT, DUCT SEAM IN SUB BASEMENT AND GLUE DOTS ON 8TH FLOOR",42280,t,2015-01-28,2015-08-31,2,t,f,2015-04-30,,40.4428609075679,-79.9949624342569
PAA150060,VAMC PITTSBURGH,5243 UNIVERSITY C DR,PITTSBURGH,15213,150,41366,,,"FLOOR TILE/MASTIC,SINK COATING,TRANSITE,PIPE INSULATION AND FIRE DOORS ON 2ND FLOOR",1395,t,2015-01-26,2015-08-25,2,t,f,2015-08-25,,40.4468003815638,-79.9622469774187
PAA150061,DUQUESNE LIGHT SUBSTATION,2515 PREBLE AVE,PITTSBURGH,15233,650,011088,,,O&M PLAN FOR SUBSTATIONS,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4636610408146,-80.0360926014161
PAA150062,GATEWAY CENTER,603 STANWIX STREET TWO GATEWAY CENTER,PITTSBURGH,15222,650,3741,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4422341420667,-80.0045902640842
PAA150063,"PPG INDUSTRIES,INC.",1 PPG PL,PITTSBURGH,15222,650,14005,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4400171604538,-80.0038408695319
PAA150064,,522-526-528 BRADDOCK AVE.,BRADDOCK,15104,650,44581,,,"PIPE INSULATION/DEBRIS,TRANSITE FLUE PIPE,DUCT TAPE,FLOOR TILE/SHEETING,CEILING TILE MASTIC AND ELECTICAL BOX LINING",6319,t,2015-01-29,2015-12-31,2,t,f,2015-12-31,,,
PAA150065,BIG LOTS - MCKEES ROCKS PLAZA,132 MCKEES ROCKS PLZ,MC KEES ROCKS,15136,650,3694,,,VAT/MASTIC IN SHOWROOM,22800,f,2015-01-30,2015-12-31,2,t,f,2015-12-31,,,
PAA150066,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,150,405046,,,PIPE INSULATION AND TANK INSULATION IN CONDENSATE ROOM LEVEL 02,215,t,2015-01-28,2015-06-30,2,t,f,2016-06-30,,40.457069446526,-80.0036975361617
PAA150067,OLD ARMY RESERVE,950 SAW MILL RUN BOULEVARD,PITTSBURGH,15220,650,14004,,,"TRANSITE,FLOOR TILE/MASTIC,ROOF TAR,BOILER INSULATION,DOORS,WINDOW GLAZE AND PIPE INSULATION",64482,f,2015-01-29,2015-07-31,2,t,f,2015-07-31,,40.409642110144,-80.0054689318992
PAA150068,MERCY BEHAVIORAL HEALTH,330 S. 9TH STREET,PITTSBURGH,15203,350,14027,,,"FLOOR TILE IN ROOMS 212,215 AND HALL",560,t,2015-02-03,2015-03-06,2,f,f,2015-03-06,,40.4302150468512,-79.9906034114239
PAA150069,UPMC MUH,200 LOTHROP ST,PITTSBURGH,15213,150,4183,,,FLOOR TILE/MASTIC IN ROOM 922.2,200,t,2015-02-06,2015-02-13,2,t,f,2015-02-09,,40.4422470230786,-79.9609286975283
PAA150070,,142 EAST 8TH STREET,HOMESTEAD,15120,650,7022,,,ROOFING,1350,f,2015-02-05,2015-02-28,2,f,f,2015-02-28,,40.4067667489758,-79.9108547075289
PAA150071,PACT TUNNEL AND FACILITIES,120 CECIL PL,PITTSBURGH,15222,650,41438,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4434558910692,-80.0036237936984
PAA150072,PACT,120 CECIL PL,PITTSBURGH,15222,350,41439,,,PIPE INSULATION AND FITTINGS ON 3RD FLOOR,290,t,2015-02-09,2015-12-31,2,t,f,2015-12-31,,40.4434558910692,-80.0036237936984
PAA150073,NORTHWAY MALL,8000 MCKNIGHT ROAD,ROSS TOWNSHIP,15237,650,11995,,,"CEILING,CAULKING,SEALANT,SINK COATING,LINOLEUM,PANEL ADHESIVE AND FLASHING",3997,t,2015-02-01,2015-12-02,2,t,f,2015-07-02,,,
PAA150074,,425-427 HOCHBERG EXT.,PITTSBURGH,15235,350,108,,,FLOOR TILE/MASTIC IN BASEMENT,400,f,2015-02-04,2015-02-28,2,t,f,2015-02-28,,40.4655982611262,-79.8639945915229
PAA150075,PNC PLAZA,249 5TH AVE,PITTSBURGH,15222,650,13043,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4412085391936,-80.0005561215261
PAA150076,NORTHVIEW HEIGHTS HIGH RISE,525 MT. PLEASANT ROAD,PITTSBURGH,15214,350,11411,,,FLOOR TILE/MASTIC AND COVEBASE MASTIC ON APARTMENT 1003,640,t,2015-02-10,2016-02-10,2,t,f,2016-02-10,,40.4780806773393,-80.0001118953688
PAA150077,KOPPERS INC.,300 N STATE ST,CLAIRTON,15025,650,17501,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.3078329752497,-79.8855657170386
PAA150078,PITTSBURGH PUBLIC SCHOOLS,1305 MURIEL ST,PITTSBURGH,15203,650,5595,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4302937979388,-79.9848246379356
PAA150079,SAINT SIMON AND JUDE CHURCH,1607 GREENTREE RD,PITTSBURGH,15220,350,3705,,,TRANSITE AND BOILER PACKING IN BOILER/STORAGE ROOM,650,t,2015-02-05,2015-12-31,2,t,f,2015-12-31,,40.4008074391342,-80.0625036401852
PAA150080,ST.BERNARD CHURCH,311 WASHINGTON ROAD,PITTSBURGH,15216,650,14051,,,PLASTER IN CHURCH,3500,t,2015-02-10,2015-06-30,2,t,f,2015-06-30,,40.3867810377052,-80.0434550907544
PAA150081,KINDER CARE WEST MIFFLIN,515 CAMP HOLLOW ROAD,WEST MIFFLIN,15122,650,3758,366,"RITENOUR AND SONS, INC.","FIRE BRICK/INSULATION IN BASEMENT,ROOF DRAINS IN MIDDLE SCHOOL,PIPE INSULATION IN PENTHOUSE,PIPE/FITTINGS ON FIRST FLOOR AND AUDITORIUM,TRANSIRE PANSLS ON FRONT CANOPY",4982,f,2015-01-04,2015-03-17,2,f,f,2015-03-17,,40.3462493105478,-79.9252085063907
PAA150082,UNION TRUST BUILDING,501 GRANT STREET,PITTSBURGH,15219,650,4454,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,f,f,2015-12-31,,40.4399495171312,-79.9970354982139
PAA150083,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,650,12489,,,"FLOOR TILE/MASTIC IN BUILDING B-2 ROOMS 105,105A,107,107A,111,111A AND 113",1000,t,2015-02-16,2015-03-09,2,t,f,2015-03-09,,40.5449997734214,-79.8271432746162
PAA150084,UNIVERSITY OF PITTSBURGH APPLIED RESEARCH CENTER,3170 WILLIAM PITT WAY,PITTSBURGH,15238,350,12490,,,FLOOR TILE/MASTIC IN BUILDING A-6 ROOM 62,500,t,2015-02-16,2015-03-09,2,t,f,2015-03-09,,40.5449997734214,-79.8271432746162
PAA150085,AUBERLE EDUCATION CENTER,120 E.9TH STREET,HOMESTEAD,15120,650,3019,,,"MASTIC IN ROOMS 105,205 AND 305,TILE/MASTIC IN ROOM 103",3630,f,2015-02-16,2015-02-27,2,t,f,2015-02-27,,40.4057483749797,-79.910558093137
PAA150086,KINDER MORGAN LIQUIDS TERMINAL,702 WASHINGTON ROAD,DRAVOSBURG,15034,650,046872,,,O&M PLAN,,t,2015-02-20,2015-12-31,2,f,f,2015-12-31,,40.3541480413527,-79.880791441415
PAA150087,NEVILLE CHEMICAL,2800 NEVILLE ROAD,PITTSBURGH,15225,650,3018,,,O&M PLAN,,t,2015-02-12,2015-12-31,2,f,f,2015-12-31,,40.502210017789,-80.1013925134527
PAA150088,FUNERAL HOME,534 ISLAND AVE.,MCKEES ROCKS,15136,150,12491,,,"LINOLEUM IN 2ND FLOOR KITCHEN AND BATHROOM,FLOOR TILE IN 1ST FLOOR BATHROOM",277,f,2015-02-16,2015-02-28,2,t,f,2015-02-28,,40.4717489503602,-80.0610345568714
PAA150089,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE.,PITTSBURGH,15224,150,44656,,,FLOOR TILE ON 5TH AND 6TH FLOORS EAST,2000,t,2015-02-04,2015-06-10,2,f,f,2015-06-10,,40.4621317678598,-79.9462630434165
PAA150090,UPMC MUH,200 LOTHROP ST,PITTSBURGH,15213,200,4186,,,FLOOR TILE/MASTIC ON 3RD FLOOR ROOM W327,280,t,2015-02-09,2015-02-12,2,t,f,2015-02-12,,40.4422470230786,-79.9609286975283
PAA150091,FORBES CENTER REHABILITATION AND HEALTHCARE,6655 FRANKSTOWN AVE.,PITTSBURGH,15206,350,17997,,,PIPE INSULATION ON 6TH FLOOR WEST AND 5TH FLOOR WEST,142,t,2015-02-09,2015-02-13,2,t,f,2015-02-13,,40.4597743649066,-79.9084845020947
PAA150092,UNION TRUST BUILDING,501 GRANT STREET,PITTSBURGH,15219,150,4482,,,FLOOR TILE/MASTIC AND PIPE INSULATION IN B-1 BASEMENT MIDDLE AND LOWER,10145,t,2015-02-09,2015-03-31,2,t,f,2015-03-31,,40.4399495171312,-79.9970354982139
PAA150093,SPRINGDALE MANOR,504 PITTSBURGH STREET,SPRINGDALE,15144,350,3707,,,CEILING IN ROOMS 207 AND 307,730,t,2015-02-17,2015-12-31,2,t,f,2015-12-31,,40.5408823711945,-79.7860648178249
PAA150094,,2425 HELEN STREET,MCKEES ROCK,15136,350,3023,,,"FLOOR TILE ON 1ST FLOOR LIVING ROOM/KITCHEN,DUCT WORK BASEMENT,LINOLEUM BASEMENT STSIRS/CLOSETS AND WINDOW GLAZING 1ST FLOOR",517,f,2015-02-23,2015-03-31,2,t,f,2015-03-31,,40.4554372560047,-80.1132736091889
PAA150095,PITTSBURGH PUBLIC SCHOOLS,1305 MURIEL ST,PITTSBURGH,15203,650,108207,,,O&M PLAN,,t,2015-02-16,2015-12-31,2,t,f,2015-12-31,,40.4302937979388,-79.9848246379356
PAA150096,UNIVERSITY OF PITTSBURGH - CATHEDRAL OF LEARNING,4200 5TH AVE,PITTSBURGH,15213,350,3038,,,PLASTER AND INSULATION IN THE KOREAN NATIONALITY ROOM,687,t,2015-05-04,2015-12-31,2,t,f,2015-12-31,,40.4443102647694,-79.9531966404474
PAA150097,HEIGHTS PLAZA - MACY'S SPACE,1848 UNION AVE.,NATRONA HEIGHTS,15065,350,44667,,,PIPE INSULATION,600,t,2015-02-23,2015-12-31,2,t,f,2015-12-31,,40.6246047810165,-79.7216689176182
PAA150098,,339 - 345 OMEGA STREET,PITTSBURGH,15206,350,11612,,,FLOOR TILE 1ST FLOOR AND BASEMENT STEPS,350,f,2015-02-26,2016-02-26,2,t,f,2016-02-26,,,
PAA150099,,351 - 355 OMEGA STREET,PITTSBURGH,15206,650,11612,,,WALL PLASTER THROUGHOUT AND LINOLEUM IN KITCHEN,14840,f,2015-02-26,2016-02-26,2,t,f,2015-02-26,,,
PAA150100,PPG MASTERWORK PAINT,316 CASTLE SHANNON BLVD.,PITTSBURGH,15234,350,011129,,,VAT/MASTIC IN SHOWROOM AREA,800,t,2015-02-16,2015-02-28,2,t,f,2015-02-28,,40.3759694643004,-80.0371540081678
PAA150101,SEWICKLEY ACADEMEY - ALUMNI GYMNASIUM,315 ACADEMY AVE.,SEWICKLEY,15143,650,3708,,,"VAT/MASTIC ON 1ST FLOOR-2 OFFICES AND STORAGE ROOMS,2ND FLOOR WEIGHT ROOM",4400,t,2015-02-24,2015-12-31,2,f,f,2015-12-31,,40.544883512878,-80.1895717012964
PAA150102,"MT.LEBANON HIGH SCHOOL BUILDING ""A""",155 COCHRAN ROAD,PITTSBURGH,15228,650,12024,,,"BLACK CAULKING,FLOOR TILE/MASTIC TRANSITE PIPE AND WINDOW CAULKING",10700,t,2015-03-16,2015-04-30,2,t,f,2015-04-10,,40.3763192749489,-80.0508801055282
PAA150103,CARNEIGIE MELLON UNIVERSITY WEAN HALL,5000 FORBES AVE.,PITTSBURGH,15213,350,10165,,,FLOOR TILE/MASTIC IN ROOM 4616A,320,f,2015-03-04,2015-03-31,2,t,f,2015-03-31,,40.4442129846549,-79.94339909741
PAA150104,CARNEIGIE MELLON UNIVERSITY,5000 FORBES AVE.,PITTSBURGH,15213,650,10166,,,O&M PLAN,,t,2015-01-01,2015-12-31,2,t,f,2015-12-31,,40.4442129846549,-79.94339909741
PAA150105,ACAA - ALEGHENY COUNTY AIRPORT FAA OFFICES,12 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,15122,150,41458,,,"FLOOR TILE/MASTIC ON 3RD FLOOR, STORAGE ROOM",200,t,2015-01-26,2015-01-31,2,f,f,2015-01-31,,40.3523727731195,-79.9270812453475
PAA150106,MT.LEBANON CHRISTION CHURCH,367 CEDAR BLVD.,MT.LEBANON,15228,350,011141,,,VAT ON 1ST FLOOR CORRIDOR,600,t,2015-03-05,2015-06-05,2,t,f,2015-06-05,,40.3777816478135,-80.0546281939364
PAA150107,PRESSLEY RIDGE ADMINISTRATIVE BUILDING,530 MARSHALL AVE.,PITTSBURGH,15214,650,159,,,FLOOR TILE/MASTIC THROUGHOUT BUILDING,3500,f,2015-03-02,2015-06-02,2,t,f,2015-06-02,,40.4713495480377,-80.0189386861826
